,Input,Output
8401,"(39, 1, 1, 6)",0
8402,"(39, 1, 1, 7)",0
8403,"(39, 1, 1, 8)",0
8404,"(39, 1, 1, 9)",0
8405,"(39, 1, 1, 10)",0
8406,"(39, 1, 1, 11)",0
8407,"(39, 1, 1, 12)",0
8408,"(39, 1, 1, 13)",0
8409,"(39, 1, 1, 14)",0
8410,"(39, 1, 2, 5)",0
8411,"(39, 1, 2, 6)",0
8412,"(39, 1, 2, 7)",0
8413,"(39, 1, 2, 8)",0
8414,"(39, 1, 2, 9)",0
8415,"(39, 1, 2, 10)",0
8416,"(39, 1, 2, 11)",0
8417,"(39, 1, 2, 12)",0
8418,"(39, 1, 2, 13)",0
8419,"(39, 1, 2, 14)",1
8420,"(39, 1, 3, 5)",0
8421,"(39, 1, 3, 6)",0
8422,"(39, 1, 3, 7)",0
8423,"(39, 1, 3, 8)",0
8424,"(39, 1, 3, 9)",0
8425,"(39, 1, 3, 10)",0
8426,"(39, 1, 3, 11)",0
8427,"(39, 1, 3, 12)",0
8428,"(39, 1, 3, 13)",0
8429,"(39, 1, 3, 14)",0
8430,"(39, 1, 4, 5)",0
8431,"(39, 1, 4, 6)",0
8432,"(39, 1, 4, 7)",0
8433,"(39, 1, 4, 8)",0
8434,"(39, 1, 4, 9)",0
8435,"(39, 1, 4, 10)",0
8436,"(39, 1, 4, 11)",0
8437,"(39, 1, 4, 12)",0
8438,"(39, 1, 4, 13)",0
8439,"(39, 1, 4, 14)",0
8440,"(39, 1, 5, 5)",0
8441,"(39, 1, 5, 6)",0
8442,"(39, 1, 5, 7)",0
8443,"(39, 1, 5, 8)",0
8444,"(39, 1, 5, 9)",0
8445,"(39, 1, 5, 10)",0
8446,"(39, 1, 5, 11)",0
8447,"(39, 1, 5, 12)",0
8448,"(39, 1, 5, 13)",0
8449,"(39, 1, 5, 14)",0
8450,"(39, 2, 1, 5)",0
8451,"(39, 2, 1, 6)",0
8452,"(39, 2, 1, 7)",0
8453,"(39, 2, 1, 8)",0
8454,"(39, 2, 1, 9)",0
8455,"(39, 2, 1, 10)",0
8456,"(39, 2, 1, 11)",0
8457,"(39, 2, 1, 12)",0
8458,"(39, 2, 1, 13)",0
8459,"(39, 2, 1, 14)",2
8460,"(39, 2, 2, 5)",0
8461,"(39, 2, 2, 6)",0
8462,"(39, 2, 2, 7)",0
8463,"(39, 2, 2, 8)",0
8464,"(39, 2, 2, 9)",0
8465,"(39, 2, 2, 10)",0
8466,"(39, 2, 2, 11)",0
8467,"(39, 2, 2, 12)",0
8468,"(39, 2, 2, 13)",0
8469,"(39, 2, 2, 14)",0
8470,"(39, 2, 3, 5)",0
8471,"(39, 2, 3, 6)",0
8472,"(39, 2, 3, 7)",0
8473,"(39, 2, 3, 8)",0
8474,"(39, 2, 3, 9)",0
8475,"(39, 2, 3, 10)",0
8476,"(39, 2, 3, 11)",0
8477,"(39, 2, 3, 12)",0
8478,"(39, 2, 3, 13)",0
8479,"(39, 2, 3, 14)",1
8480,"(39, 2, 4, 5)",0
8481,"(39, 2, 4, 6)",0
8482,"(39, 2, 4, 7)",0
8483,"(39, 2, 4, 8)",0
8484,"(39, 2, 4, 9)",0
8485,"(39, 2, 4, 10)",0
8486,"(39, 2, 4, 11)",0
8487,"(39, 2, 4, 12)",0
8488,"(39, 2, 4, 13)",0
8489,"(39, 2, 4, 14)",0
8490,"(39, 2, 5, 5)",0
8491,"(39, 2, 5, 6)",0
8492,"(39, 2, 5, 7)",0
8493,"(39, 2, 5, 8)",0
8494,"(39, 2, 5, 9)",0
8495,"(39, 2, 5, 10)",0
8496,"(39, 2, 5, 11)",0
8497,"(39, 2, 5, 12)",0
8498,"(39, 2, 5, 13)",0
8499,"(39, 2, 5, 14)",0
8500,"(39, 3, 1, 5)",0
8501,"(39, 3, 1, 6)",0
8502,"(39, 3, 1, 7)",0
8503,"(39, 3, 1, 8)",0
8504,"(39, 3, 1, 9)",0
8505,"(39, 3, 1, 10)",0
8506,"(39, 3, 1, 11)",0
8507,"(39, 3, 1, 12)",0
8508,"(39, 3, 1, 13)",0
8509,"(39, 3, 1, 14)",2
8510,"(39, 3, 2, 5)",0
8511,"(39, 3, 2, 6)",0
8512,"(39, 3, 2, 7)",0
8513,"(39, 3, 2, 8)",0
8514,"(39, 3, 2, 9)",0
8515,"(39, 3, 2, 10)",0
8516,"(39, 3, 2, 11)",0
8517,"(39, 3, 2, 12)",0
8518,"(39, 3, 2, 13)",2
8519,"(39, 3, 2, 14)",2
8520,"(39, 3, 3, 5)",0
8521,"(39, 3, 3, 6)",0
8522,"(39, 3, 3, 7)",0
8523,"(39, 3, 3, 8)",0
8524,"(39, 3, 3, 9)",0
8525,"(39, 3, 3, 10)",0
8526,"(39, 3, 3, 11)",0
8527,"(39, 3, 3, 12)",0
8528,"(39, 3, 3, 13)",0
8529,"(39, 3, 3, 14)",2
8530,"(39, 3, 4, 5)",0
8531,"(39, 3, 4, 6)",0
8532,"(39, 3, 4, 7)",0
8533,"(39, 3, 4, 8)",0
8534,"(39, 3, 4, 9)",0
8535,"(39, 3, 4, 10)",0
8536,"(39, 3, 4, 11)",0
8537,"(39, 3, 4, 12)",0
8538,"(39, 3, 4, 13)",0
8539,"(39, 3, 4, 14)",2
8540,"(39, 3, 5, 5)",0
8541,"(39, 3, 5, 6)",0
8542,"(39, 3, 5, 7)",0
8543,"(39, 3, 5, 8)",0
8544,"(39, 3, 5, 9)",0
8545,"(39, 3, 5, 10)",0
8546,"(39, 3, 5, 11)",0
8547,"(39, 3, 5, 12)",0
8548,"(39, 3, 5, 13)",0
8549,"(39, 3, 5, 14)",2
8550,"(39, 4, 1, 5)",0
8551,"(39, 4, 1, 6)",0
8552,"(39, 4, 1, 7)",0
8553,"(39, 4, 1, 8)",0
8554,"(39, 4, 1, 9)",0
8555,"(39, 4, 1, 10)",0
8556,"(39, 4, 1, 11)",0
8557,"(39, 4, 1, 12)",0
8558,"(39, 4, 1, 13)",2
8559,"(39, 4, 1, 14)",2
8560,"(39, 4, 2, 5)",0
8561,"(39, 4, 2, 6)",0
8562,"(39, 4, 2, 7)",0
8563,"(39, 4, 2, 8)",0
8564,"(39, 4, 2, 9)",0
8565,"(39, 4, 2, 10)",0
8566,"(39, 4, 2, 11)",0
8567,"(39, 4, 2, 12)",0
8568,"(39, 4, 2, 13)",2
8569,"(39, 4, 2, 14)",2
8570,"(39, 4, 3, 5)",0
8571,"(39, 4, 3, 6)",0
8572,"(39, 4, 3, 7)",0
8573,"(39, 4, 3, 8)",0
8574,"(39, 4, 3, 9)",0
8575,"(39, 4, 3, 10)",0
8576,"(39, 4, 3, 11)",0
8577,"(39, 4, 3, 12)",0
8578,"(39, 4, 3, 13)",2
8579,"(39, 4, 3, 14)",2
8580,"(39, 4, 4, 5)",0
8581,"(39, 4, 4, 6)",0
8582,"(39, 4, 4, 7)",0
8583,"(39, 4, 4, 8)",0
8584,"(39, 4, 4, 9)",0
8585,"(39, 4, 4, 10)",0
8586,"(39, 4, 4, 11)",0
8587,"(39, 4, 4, 12)",0
8588,"(39, 4, 4, 13)",0
8589,"(39, 4, 4, 14)",2
8590,"(39, 4, 5, 5)",0
8591,"(39, 4, 5, 6)",0
8592,"(39, 4, 5, 7)",0
8593,"(39, 4, 5, 8)",0
8594,"(39, 4, 5, 9)",0
8595,"(39, 4, 5, 10)",0
8596,"(39, 4, 5, 11)",0
8597,"(39, 4, 5, 12)",0
8598,"(39, 4, 5, 13)",0
8599,"(39, 4, 5, 14)",2
8600,"(39, 5, 1, 5)",0
8601,"(39, 5, 1, 6)",0
8602,"(39, 5, 1, 7)",0
8603,"(39, 5, 1, 8)",0
8604,"(39, 5, 1, 9)",0
8605,"(39, 5, 1, 10)",0
8606,"(39, 5, 1, 11)",0
8607,"(39, 5, 1, 12)",0
8608,"(39, 5, 1, 13)",2
8609,"(39, 5, 1, 14)",2
8610,"(39, 5, 2, 5)",0
8611,"(39, 5, 2, 6)",0
8612,"(39, 5, 2, 7)",0
8613,"(39, 5, 2, 8)",0
8614,"(39, 5, 2, 9)",0
8615,"(39, 5, 2, 10)",0
8616,"(39, 5, 2, 11)",0
8617,"(39, 5, 2, 12)",0
8618,"(39, 5, 2, 13)",2
8619,"(39, 5, 2, 14)",2
8620,"(39, 5, 3, 5)",0
8621,"(39, 5, 3, 6)",0
8622,"(39, 5, 3, 7)",0
8623,"(39, 5, 3, 8)",0
8624,"(39, 5, 3, 9)",0
8625,"(39, 5, 3, 10)",0
8626,"(39, 5, 3, 11)",0
8627,"(39, 5, 3, 12)",0
8628,"(39, 5, 3, 13)",2
8629,"(39, 5, 3, 14)",2
8630,"(39, 5, 4, 5)",0
8631,"(39, 5, 4, 6)",0
8632,"(39, 5, 4, 7)",0
8633,"(39, 5, 4, 8)",0
8634,"(39, 5, 4, 9)",0
8635,"(39, 5, 4, 10)",0
8636,"(39, 5, 4, 11)",0
8637,"(39, 5, 4, 12)",0
8638,"(39, 5, 4, 13)",2
8639,"(39, 5, 4, 14)",2
8640,"(39, 5, 5, 5)",0
8641,"(39, 5, 5, 6)",0
8642,"(39, 5, 5, 7)",0
8643,"(39, 5, 5, 8)",0
8644,"(39, 5, 5, 9)",0
8645,"(39, 5, 5, 10)",0
8646,"(39, 5, 5, 11)",0
8647,"(39, 5, 5, 12)",0
8648,"(39, 5, 5, 13)",2
8649,"(39, 5, 5, 14)",2
8650,"(39, 6, 1, 5)",0
8651,"(39, 6, 1, 6)",0
8652,"(39, 6, 1, 7)",0
8653,"(39, 6, 1, 8)",0
8654,"(39, 6, 1, 9)",0
8655,"(39, 6, 1, 10)",0
8656,"(39, 6, 1, 11)",0
8657,"(39, 6, 1, 12)",0
8658,"(39, 6, 1, 13)",2
8659,"(39, 6, 1, 14)",2
8660,"(39, 6, 2, 5)",0
8661,"(39, 6, 2, 6)",0
8662,"(39, 6, 2, 7)",0
8663,"(39, 6, 2, 8)",0
8664,"(39, 6, 2, 9)",0
8665,"(39, 6, 2, 10)",0
8666,"(39, 6, 2, 11)",0
8667,"(39, 6, 2, 12)",0
8668,"(39, 6, 2, 13)",2
8669,"(39, 6, 2, 14)",2
8670,"(39, 6, 3, 5)",0
8671,"(39, 6, 3, 6)",0
8672,"(39, 6, 3, 7)",0
8673,"(39, 6, 3, 8)",0
8674,"(39, 6, 3, 9)",0
8675,"(39, 6, 3, 10)",0
8676,"(39, 6, 3, 11)",0
8677,"(39, 6, 3, 12)",0
8678,"(39, 6, 3, 13)",2
8679,"(39, 6, 3, 14)",2
8680,"(39, 6, 4, 5)",0
8681,"(39, 6, 4, 6)",0
8682,"(39, 6, 4, 7)",0
8683,"(39, 6, 4, 8)",0
8684,"(39, 6, 4, 9)",0
8685,"(39, 6, 4, 10)",0
8686,"(39, 6, 4, 11)",0
8687,"(39, 6, 4, 12)",0
8688,"(39, 6, 4, 13)",2
8689,"(39, 6, 4, 14)",2
8690,"(39, 6, 5, 5)",0
8691,"(39, 6, 5, 6)",0
8692,"(39, 6, 5, 7)",0
8693,"(39, 6, 5, 8)",0
8694,"(39, 6, 5, 9)",0
8695,"(39, 6, 5, 10)",0
8696,"(39, 6, 5, 11)",0
8697,"(39, 6, 5, 12)",2
8698,"(39, 6, 5, 13)",2
8699,"(39, 6, 5, 14)",2
8700,"(39, 9, 1, 5)",1
8701,"(39, 9, 1, 6)",1
8702,"(39, 9, 1, 7)",1
8703,"(39, 9, 1, 8)",1
8704,"(39, 9, 1, 9)",1
8705,"(39, 9, 1, 10)",1
8706,"(39, 9, 1, 11)",2
8707,"(39, 9, 1, 12)",0
8708,"(39, 9, 1, 13)",0
8709,"(39, 9, 1, 14)",2
8710,"(39, 9, 2, 5)",1
8711,"(39, 9, 2, 6)",1
8712,"(39, 9, 2, 7)",1
8713,"(39, 9, 2, 8)",1
8714,"(39, 9, 2, 9)",1
8715,"(39, 9, 2, 10)",2
8716,"(39, 9, 2, 11)",2
8717,"(39, 9, 2, 12)",0
8718,"(39, 9, 2, 13)",2
8719,"(39, 9, 2, 14)",2
8720,"(39, 9, 3, 5)",1
8721,"(39, 9, 3, 6)",1
8722,"(39, 9, 3, 7)",1
8723,"(39, 9, 3, 8)",1
8724,"(39, 9, 3, 9)",2
8725,"(39, 9, 3, 10)",2
8726,"(39, 9, 3, 11)",2
8727,"(39, 9, 3, 12)",2
8728,"(39, 9, 3, 13)",2
8729,"(39, 9, 3, 14)",2
8730,"(39, 9, 4, 5)",2
8731,"(39, 9, 4, 6)",2
8732,"(39, 9, 4, 7)",2
8733,"(39, 9, 4, 8)",2
8734,"(39, 9, 4, 9)",2
8735,"(39, 9, 4, 10)",2
8736,"(39, 9, 4, 11)",2
8737,"(39, 9, 4, 12)",1
8738,"(39, 9, 4, 13)",1
8739,"(39, 9, 4, 14)",1
8740,"(39, 9, 5, 5)",2
8741,"(39, 9, 5, 6)",2
8742,"(39, 9, 5, 7)",2
8743,"(39, 9, 5, 8)",2
8744,"(39, 9, 5, 9)",2
8745,"(39, 9, 5, 10)",1
8746,"(39, 9, 5, 11)",1
8747,"(39, 9, 5, 12)",1
8748,"(39, 9, 5, 13)",1
8749,"(39, 9, 5, 14)",1
8750,"(40, 1, 1, 5)",0
8751,"(40, 1, 1, 6)",0
8752,"(40, 1, 1, 7)",0
8753,"(40, 1, 1, 8)",0
8754,"(40, 1, 1, 9)",0
8755,"(40, 1, 1, 10)",0
8756,"(40, 1, 1, 11)",0
8757,"(40, 1, 1, 12)",0
8758,"(40, 1, 1, 13)",0
8759,"(40, 1, 1, 14)",0
8760,"(40, 1, 2, 5)",0
8761,"(40, 1, 2, 6)",0
8762,"(40, 1, 2, 7)",0
8763,"(40, 1, 2, 8)",0
8764,"(40, 1, 2, 9)",0
8765,"(40, 1, 2, 10)",0
8766,"(40, 1, 2, 11)",0
8767,"(40, 1, 2, 12)",0
8768,"(40, 1, 2, 13)",0
8769,"(40, 1, 2, 14)",1
8770,"(40, 1, 3, 5)",0
8771,"(40, 1, 3, 6)",0
8772,"(40, 1, 3, 7)",0
8773,"(40, 1, 3, 8)",0
8774,"(40, 1, 3, 9)",0
8775,"(40, 1, 3, 10)",0
8776,"(40, 1, 3, 11)",0
8777,"(40, 1, 3, 12)",0
8778,"(40, 1, 3, 13)",0
8779,"(40, 1, 3, 14)",0
8780,"(40, 1, 4, 5)",0
8781,"(40, 1, 4, 6)",0
8782,"(40, 1, 4, 7)",0
8783,"(40, 1, 4, 8)",0
8784,"(40, 1, 4, 9)",0
8785,"(40, 1, 4, 10)",0
8786,"(40, 1, 4, 11)",0
8787,"(40, 1, 4, 12)",0
8788,"(40, 1, 4, 13)",0
8789,"(40, 1, 4, 14)",0
8790,"(40, 1, 5, 5)",0
8791,"(40, 1, 5, 6)",0
8792,"(40, 1, 5, 7)",0
8793,"(40, 1, 5, 8)",0
8794,"(40, 1, 5, 9)",0
8795,"(40, 1, 5, 10)",0
8796,"(40, 1, 5, 11)",0
8797,"(40, 1, 5, 12)",0
8798,"(40, 1, 5, 13)",0
8799,"(40, 1, 5, 14)",0
8800,"(40, 2, 1, 5)",0
8801,"(40, 2, 1, 6)",0
8802,"(40, 2, 1, 7)",0
8803,"(40, 2, 1, 8)",0
8804,"(40, 2, 1, 9)",0
8805,"(40, 2, 1, 10)",0
8806,"(40, 2, 1, 11)",0
8807,"(40, 2, 1, 12)",0
8808,"(40, 2, 1, 13)",0
8809,"(40, 2, 1, 14)",0
8810,"(40, 2, 2, 5)",0
8811,"(40, 2, 2, 6)",0
8812,"(40, 2, 2, 7)",0
8813,"(40, 2, 2, 8)",0
8814,"(40, 2, 2, 9)",0
8815,"(40, 2, 2, 10)",0
8816,"(40, 2, 2, 11)",0
8817,"(40, 2, 2, 12)",0
8818,"(40, 2, 2, 13)",0
8819,"(40, 2, 2, 14)",0
8820,"(40, 2, 3, 5)",0
8821,"(40, 2, 3, 6)",0
8822,"(40, 2, 3, 7)",0
8823,"(40, 2, 3, 8)",0
8824,"(40, 2, 3, 9)",0
8825,"(40, 2, 3, 10)",0
8826,"(40, 2, 3, 11)",0
8827,"(40, 2, 3, 12)",0
8828,"(40, 2, 3, 13)",0
8829,"(40, 2, 3, 14)",0
8830,"(40, 2, 4, 5)",0
8831,"(40, 2, 4, 6)",0
8832,"(40, 2, 4, 7)",0
8833,"(40, 2, 4, 8)",0
8834,"(40, 2, 4, 9)",0
8835,"(40, 2, 4, 10)",0
8836,"(40, 2, 4, 11)",0
8837,"(40, 2, 4, 12)",0
8838,"(40, 2, 4, 13)",0
8839,"(40, 2, 4, 14)",0
8840,"(40, 2, 5, 5)",0
8841,"(40, 2, 5, 6)",0
8842,"(40, 2, 5, 7)",0
8843,"(40, 2, 5, 8)",0
8844,"(40, 2, 5, 9)",0
8845,"(40, 2, 5, 10)",0
8846,"(40, 2, 5, 11)",0
8847,"(40, 2, 5, 12)",0
8848,"(40, 2, 5, 13)",0
8849,"(40, 2, 5, 14)",0
8850,"(40, 3, 1, 5)",0
8851,"(40, 3, 1, 6)",0
8852,"(40, 3, 1, 7)",0
8853,"(40, 3, 1, 8)",0
8854,"(40, 3, 1, 9)",0
8855,"(40, 3, 1, 10)",0
8856,"(40, 3, 1, 11)",0
8857,"(40, 3, 1, 12)",0
8858,"(40, 3, 1, 13)",0
8859,"(40, 3, 1, 14)",2
8860,"(40, 3, 2, 5)",0
8861,"(40, 3, 2, 6)",0
8862,"(40, 3, 2, 7)",0
8863,"(40, 3, 2, 8)",0
8864,"(40, 3, 2, 9)",0
8865,"(40, 3, 2, 10)",0
8866,"(40, 3, 2, 11)",0
8867,"(40, 3, 2, 12)",0
8868,"(40, 3, 2, 13)",0
8869,"(40, 3, 2, 14)",2
8870,"(40, 3, 3, 5)",0
8871,"(40, 3, 3, 6)",0
8872,"(40, 3, 3, 7)",0
8873,"(40, 3, 3, 8)",0
8874,"(40, 3, 3, 9)",0
8875,"(40, 3, 3, 10)",0
8876,"(40, 3, 3, 11)",0
8877,"(40, 3, 3, 12)",0
8878,"(40, 3, 3, 13)",0
8879,"(40, 3, 3, 14)",2
8880,"(40, 3, 4, 5)",0
8881,"(40, 3, 4, 6)",0
8882,"(40, 3, 4, 7)",0
8883,"(40, 3, 4, 8)",0
8884,"(40, 3, 4, 9)",0
8885,"(40, 3, 4, 10)",0
8886,"(40, 3, 4, 11)",0
8887,"(40, 3, 4, 12)",0
8888,"(40, 3, 4, 13)",0
8889,"(40, 3, 4, 14)",0
8890,"(40, 3, 5, 5)",0
8891,"(40, 3, 5, 6)",0
8892,"(40, 3, 5, 7)",0
8893,"(40, 3, 5, 8)",0
8894,"(40, 3, 5, 9)",0
8895,"(40, 3, 5, 10)",0
8896,"(40, 3, 5, 11)",0
8897,"(40, 3, 5, 12)",0
8898,"(40, 3, 5, 13)",0
8899,"(40, 3, 5, 14)",0
8900,"(40, 4, 1, 5)",0
8901,"(40, 4, 1, 6)",0
8902,"(40, 4, 1, 7)",0
8903,"(40, 4, 1, 8)",0
8904,"(40, 4, 1, 9)",0
8905,"(40, 4, 1, 10)",0
8906,"(40, 4, 1, 11)",0
8907,"(40, 4, 1, 12)",0
8908,"(40, 4, 1, 13)",2
8909,"(40, 4, 1, 14)",2
8910,"(40, 4, 2, 5)",0
8911,"(40, 4, 2, 6)",0
8912,"(40, 4, 2, 7)",0
8913,"(40, 4, 2, 8)",0
8914,"(40, 4, 2, 9)",0
8915,"(40, 4, 2, 10)",0
8916,"(40, 4, 2, 11)",0
8917,"(40, 4, 2, 12)",0
8918,"(40, 4, 2, 13)",2
8919,"(40, 4, 2, 14)",2
8920,"(40, 4, 3, 5)",0
8921,"(40, 4, 3, 6)",0
8922,"(40, 4, 3, 7)",0
8923,"(40, 4, 3, 8)",0
8924,"(40, 4, 3, 9)",0
8925,"(40, 4, 3, 10)",0
8926,"(40, 4, 3, 11)",0
8927,"(40, 4, 3, 12)",0
8928,"(40, 4, 3, 13)",2
8929,"(40, 4, 3, 14)",2
8930,"(40, 4, 4, 5)",0
8931,"(40, 4, 4, 6)",0
8932,"(40, 4, 4, 7)",0
8933,"(40, 4, 4, 8)",0
8934,"(40, 4, 4, 9)",0
8935,"(40, 4, 4, 10)",0
8936,"(40, 4, 4, 11)",0
8937,"(40, 4, 4, 12)",0
8938,"(40, 4, 4, 13)",0
8939,"(40, 4, 4, 14)",0
8940,"(40, 4, 5, 5)",0
8941,"(40, 4, 5, 6)",0
8942,"(40, 4, 5, 7)",0
8943,"(40, 4, 5, 8)",0
8944,"(40, 4, 5, 9)",0
8945,"(40, 4, 5, 10)",0
8946,"(40, 4, 5, 11)",0
8947,"(40, 4, 5, 12)",0
8948,"(40, 4, 5, 13)",0
8949,"(40, 4, 5, 14)",0
8950,"(40, 5, 1, 5)",0
8951,"(40, 5, 1, 6)",0
8952,"(40, 5, 1, 7)",0
8953,"(40, 5, 1, 8)",0
8954,"(40, 5, 1, 9)",0
8955,"(40, 5, 1, 10)",0
8956,"(40, 5, 1, 11)",0
8957,"(40, 5, 1, 12)",0
8958,"(40, 5, 1, 13)",2
8959,"(40, 5, 1, 14)",2
8960,"(40, 5, 2, 5)",0
8961,"(40, 5, 2, 6)",0
8962,"(40, 5, 2, 7)",0
8963,"(40, 5, 2, 8)",0
8964,"(40, 5, 2, 9)",0
8965,"(40, 5, 2, 10)",0
8966,"(40, 5, 2, 11)",0
8967,"(40, 5, 2, 12)",0
8968,"(40, 5, 2, 13)",2
8969,"(40, 5, 2, 14)",2
8970,"(40, 5, 3, 5)",0
8971,"(40, 5, 3, 6)",0
8972,"(40, 5, 3, 7)",0
8973,"(40, 5, 3, 8)",0
8974,"(40, 5, 3, 9)",0
8975,"(40, 5, 3, 10)",0
8976,"(40, 5, 3, 11)",0
8977,"(40, 5, 3, 12)",0
8978,"(40, 5, 3, 13)",2
8979,"(40, 5, 3, 14)",2
8980,"(40, 5, 4, 5)",0
8981,"(40, 5, 4, 6)",0
8982,"(40, 5, 4, 7)",0
8983,"(40, 5, 4, 8)",0
8984,"(40, 5, 4, 9)",0
8985,"(40, 5, 4, 10)",0
8986,"(40, 5, 4, 11)",0
8987,"(40, 5, 4, 12)",0
8988,"(40, 5, 4, 13)",2
8989,"(40, 5, 4, 14)",2
8990,"(40, 5, 5, 5)",0
8991,"(40, 5, 5, 6)",0
8992,"(40, 5, 5, 7)",0
8993,"(40, 5, 5, 8)",0
8994,"(40, 5, 5, 9)",0
8995,"(40, 5, 5, 10)",0
8996,"(40, 5, 5, 11)",0
8997,"(40, 5, 5, 12)",0
8998,"(40, 5, 5, 13)",0
8999,"(40, 5, 5, 14)",2
9000,"(40, 6, 1, 5)",0
9001,"(40, 6, 1, 6)",0
9002,"(40, 6, 1, 7)",0
9003,"(40, 6, 1, 8)",0
9004,"(40, 6, 1, 9)",0
9005,"(40, 6, 1, 10)",0
9006,"(40, 6, 1, 11)",0
9007,"(40, 6, 1, 12)",0
9008,"(40, 6, 1, 13)",2
9009,"(40, 6, 1, 14)",2
9010,"(40, 6, 2, 5)",0
9011,"(40, 6, 2, 6)",0
9012,"(40, 6, 2, 7)",0
9013,"(40, 6, 2, 8)",0
9014,"(40, 6, 2, 9)",0
9015,"(40, 6, 2, 10)",0
9016,"(40, 6, 2, 11)",0
9017,"(40, 6, 2, 12)",0
9018,"(40, 6, 2, 13)",2
9019,"(40, 6, 2, 14)",2
9020,"(40, 6, 3, 5)",0
9021,"(40, 6, 3, 6)",0
9022,"(40, 6, 3, 7)",0
9023,"(40, 6, 3, 8)",0
9024,"(40, 6, 3, 9)",0
9025,"(40, 6, 3, 10)",0
9026,"(40, 6, 3, 11)",0
9027,"(40, 6, 3, 12)",0
9028,"(40, 6, 3, 13)",2
9029,"(40, 6, 3, 14)",2
9030,"(40, 6, 4, 5)",0
9031,"(40, 6, 4, 6)",0
9032,"(40, 6, 4, 7)",0
9033,"(40, 6, 4, 8)",0
9034,"(40, 6, 4, 9)",0
9035,"(40, 6, 4, 10)",0
9036,"(40, 6, 4, 11)",0
9037,"(40, 6, 4, 12)",0
9038,"(40, 6, 4, 13)",2
9039,"(40, 6, 4, 14)",2
9040,"(40, 6, 5, 5)",0
9041,"(40, 6, 5, 6)",0
9042,"(40, 6, 5, 7)",0
9043,"(40, 6, 5, 8)",0
9044,"(40, 6, 5, 9)",0
9045,"(40, 6, 5, 10)",0
9046,"(40, 6, 5, 11)",0
9047,"(40, 6, 5, 12)",2
9048,"(40, 6, 5, 13)",2
9049,"(40, 6, 5, 14)",2
9050,"(40, 9, 1, 5)",1
9051,"(40, 9, 1, 6)",1
9052,"(40, 9, 1, 7)",1
9053,"(40, 9, 1, 8)",1
9054,"(40, 9, 1, 9)",1
9055,"(40, 9, 1, 10)",1
9056,"(40, 9, 1, 11)",0
9057,"(40, 9, 1, 12)",0
9058,"(40, 9, 1, 13)",0
9059,"(40, 9, 1, 14)",2
9060,"(40, 9, 2, 5)",1
9061,"(40, 9, 2, 6)",1
9062,"(40, 9, 2, 7)",1
9063,"(40, 9, 2, 8)",1
9064,"(40, 9, 2, 9)",1
9065,"(40, 9, 2, 10)",1
9066,"(40, 9, 2, 11)",0
9067,"(40, 9, 2, 12)",0
9068,"(40, 9, 2, 13)",0
9069,"(40, 9, 2, 14)",2
9070,"(40, 9, 3, 5)",1
9071,"(40, 9, 3, 6)",1
9072,"(40, 9, 3, 7)",1
9073,"(40, 9, 3, 8)",1
9074,"(40, 9, 3, 9)",1
9075,"(40, 9, 3, 10)",2
9076,"(40, 9, 3, 11)",2
9077,"(40, 9, 3, 12)",2
9078,"(40, 9, 3, 13)",2
9079,"(40, 9, 3, 14)",2
9080,"(40, 9, 4, 5)",2
9081,"(40, 9, 4, 6)",2
9082,"(40, 9, 4, 7)",2
9083,"(40, 9, 4, 8)",2
9084,"(40, 9, 4, 9)",2
9085,"(40, 9, 4, 10)",2
9086,"(40, 9, 4, 11)",1
9087,"(40, 9, 4, 12)",1
9088,"(40, 9, 4, 13)",1
9089,"(40, 9, 4, 14)",1
9090,"(40, 9, 5, 5)",2
9091,"(40, 9, 5, 6)",2
9092,"(40, 9, 5, 7)",2
9093,"(40, 9, 5, 8)",2
9094,"(40, 9, 5, 9)",2
9095,"(40, 9, 5, 10)",1
9096,"(40, 9, 5, 11)",1
9097,"(40, 9, 5, 12)",1
9098,"(40, 9, 5, 13)",1
9099,"(40, 9, 5, 14)",1
9100,"(41, 1, 1, 5)",0
9101,"(41, 1, 1, 6)",0
9102,"(41, 1, 1, 7)",0
9103,"(41, 1, 1, 8)",0
9104,"(41, 1, 1, 9)",0
9105,"(41, 1, 1, 10)",0
9106,"(41, 1, 1, 11)",0
9107,"(41, 1, 1, 12)",0
9108,"(41, 1, 1, 13)",0
9109,"(41, 1, 1, 14)",0
9110,"(41, 1, 2, 5)",0
9111,"(41, 1, 2, 6)",0
9112,"(41, 1, 2, 7)",0
9113,"(41, 1, 2, 8)",0
9114,"(41, 1, 2, 9)",0
9115,"(41, 1, 2, 10)",0
9116,"(41, 1, 2, 11)",0
9117,"(41, 1, 2, 12)",0
9118,"(41, 1, 2, 13)",0
9119,"(41, 1, 2, 14)",1
9120,"(41, 1, 3, 5)",0
9121,"(41, 1, 3, 6)",0
9122,"(41, 1, 3, 7)",0
9123,"(41, 1, 3, 8)",0
9124,"(41, 1, 3, 9)",0
9125,"(41, 1, 3, 10)",0
9126,"(41, 1, 3, 11)",0
9127,"(41, 1, 3, 12)",0
9128,"(41, 1, 3, 13)",0
9129,"(41, 1, 3, 14)",0
9130,"(41, 1, 4, 5)",0
9131,"(41, 1, 4, 6)",0
9132,"(41, 1, 4, 7)",0
9133,"(41, 1, 4, 8)",0
9134,"(41, 1, 4, 9)",0
9135,"(41, 1, 4, 10)",0
9136,"(41, 1, 4, 11)",0
